Bedrooms,Bathrooms,Sqft,Year_Built,Price (ETH)
4,3,1236,1969,24.872
6,2,4971,1996,46.542
1,1,1516,2007,42.332
1,1,3740,1954,20.28
4,1,3082,2006,46.464
5,5,1799,1993,39.098
5,3,3242,2010,49.884
6,2,1668,2020,51.936
5,2,3631,2003,46.862
6,5,3645,1950,21.79
5,2,4464,1961,27.528
6,1,1057,2004,42.414
2,2,1536,2008,43.672
3,1,585,1977,26.47
3,1,3424,1965,26.148
6,6,572,1974,27.944000000000003
1,1,3910,1989,38.120000000000005
6,4,4739,2002,49.678
5,5,2624,2011,49.748000000000005
3,1,4220,1999,44.74
4,2,1150,1965,22.4
2,1,3362,1996,41.024
5,4,4824,1952,24.348
6,4,2507,2014,51.214
2,1,2901,1981,32.602000000000004
4,2,1601,1951,16.302
1,1,3273,1964,24.346
4,1,3668,1968,28.636000000000003
4,1,537,1955,15.874
5,2,900,1956,17.9
1,1,1789,1987,32.878
1,1,4184,1990,39.168
2,2,1095,1975,26.29
4,3,4576,2016,55.052
1,1,1633,2008,43.066
4,1,1637,1980,30.574
2,2,4027,1981,35.153999999999996
3,2,3420,2022,54.94
5,1,512,1983,30.324
2,2,1841,1975,27.782
6,3,2171,1991,38.742000000000004
1,1,3648,1995,40.596000000000004
1,1,3078,1988,35.956
2,2,4038,1985,37.176
5,1,1443,2009,45.186
2,2,1608,1977,28.316
4,4,593,1952,15.386
5,2,2571,2001,43.742000000000004
2,1,962,2008,42.224000000000004
4,3,3229,1955,21.858
3,2,2934,1985,35.468
5,3,4045,1951,21.990000000000002
3,3,2620,1972,28.64
2,2,4278,1999,44.656
1,1,561,1980,26.922
2,1,3250,2006,45.8
1,1,3316,1964,24.432000000000002
5,1,2898,1951,19.096
3,2,2177,1997,39.954
4,2,4186,1964,27.972
2,1,1279,1981,29.358
4,2,1641,1993,37.382
5,4,1897,1952,18.494
3,3,4687,2018,55.774
6,4,1540,1960,22.28
5,4,3593,1953,22.386
4,4,4357,2005,49.414
5,3,4793,2004,49.986000000000004
5,2,1559,2022,52.218
1,1,1059,2012,43.918
5,1,2205,1966,25.21
1,1,1978,2021,50.256
2,2,4210,1966,28.02
2,1,2005,1990,35.31
6,2,2737,1985,36.574
3,2,3773,1991,40.146
1,1,4436,1970,29.672
5,1,3922,1970,30.644000000000002
5,1,821,1999,38.942
6,2,2443,2022,54.486000000000004
5,1,2933,1994,40.666
5,4,4971,1969,33.141999999999996
6,1,4053,1951,21.906
3,1,1461,1981,30.222
1,1,4751,1950,20.302
2,2,1519,2013,46.138
5,1,1625,1955,18.55
1,1,2986,1955,19.272000000000002
1,1,3079,1958,20.958000000000002
2,2,2554,2022,52.708
1,1,3749,1976,31.298000000000002
3,3,3036,2017,51.972
3,3,1676,1999,40.252
2,2,2578,2023,53.256
6,1,3898,2015,53.596000000000004
6,5,650,1997,39.3
1,1,4415,1976,32.63
2,2,2532,2007,45.164
4,1,2350,1975,29.5
4,1,3662,2008,48.624
4,2,1395,1950,15.39
4,1,2843,2011,48.486000000000004
6,4,4891,2014,55.982
6,3,3375,1989,40.15
6,3,4776,1963,29.951999999999998
4,4,1390,1994,37.980000000000004
4,2,4422,1970,31.444
5,5,2086,2022,54.172
1,1,4401,1965,27.102
5,4,4503,1996,45.706
4,3,2369,1983,34.138000000000005
6,5,2410,1965,26.82
5,2,2779,1979,33.158
4,1,3743,1973,31.286
6,4,4244,1978,36.688
5,1,2713,2021,53.726
3,1,3036,2017,51.372
1,1,2187,2007,43.674
2,1,4010,1963,25.82
3,2,1866,1953,17.332
3,3,4773,1992,42.946
1,1,2388,1973,27.076
6,6,1830,1964,25.46
4,1,4998,1996,45.296
6,6,2065,1995,41.43
2,1,4531,1970,30.362000000000002
5,1,4816,1978,36.432
4,2,3348,2023,55.796
5,4,3319,1972,31.338
3,1,2356,1994,38.512
3,2,2684,2003,43.968
4,2,3181,2022,54.962
3,2,4763,2020,56.626
2,2,635,1970,22.869999999999997
3,1,4213,1964,27.226
1,1,1461,1983,30.222
6,6,2705,2023,56.71
4,2,4021,1991,41.141999999999996
2,1,2280,2020,50.86
6,6,4501,1978,37.802
6,2,2718,2023,55.536
1,1,783,1988,31.366
2,2,1750,1955,17.6
1,1,4270,1965,26.840000000000003
2,2,1799,1973,26.698
1,1,2749,1968,25.298000000000002
1,1,4834,2012,51.468
5,5,3266,1993,42.032
4,3,2740,2017,51.88
6,4,1908,1998,42.016
1,1,946,2002,38.692
6,1,3045,2008,48.39
6,2,3398,1980,35.396
5,2,2138,2004,44.376
2,2,2653,2008,45.906
5,1,2704,1983,34.708
4,1,1979,1959,20.758000000000003
2,1,4305,2021,55.41
6,2,4547,2023,59.194
3,1,3068,2017,51.436
3,1,1581,2016,47.962
6,3,1980,1994,39.86
6,1,1794,1970,26.888
3,2,3723,1976,32.546
1,1,4724,2002,46.248000000000005
1,1,2904,1990,36.608000000000004
3,1,2204,2013,47.708
5,3,2853,1954,21.106
6,5,2025,2010,48.55
3,3,979,1975,26.858
6,2,707,1962,21.014
2,1,4654,1951,21.108
6,2,2693,2004,45.986000000000004
1,1,3420,2014,49.64
4,2,925,2008,43.45
3,2,2083,1977,29.766
2,2,4648,2010,50.896
3,1,1187,1989,33.674
5,4,4127,1958,25.954
6,6,4808,2022,60.416
1,1,1385,2001,39.07
3,3,922,1966,22.244
4,2,3775,1963,26.65
4,3,4127,1993,42.653999999999996
4,3,2371,2011,48.141999999999996
3,2,4583,1957,24.766
4,4,864,1960,19.927999999999997
4,4,4699,1972,33.598
2,1,2818,1967,25.436
1,1,2988,1955,19.276
2,1,3356,2004,45.012
2,2,3248,2006,46.096000000000004
5,5,4707,1983,39.914
1,1,2094,1951,15.488
3,2,2599,1953,18.798000000000002
2,2,2150,2017,49.4
1,1,1408,1958,17.616
6,1,2046,1962,23.392000000000003
1,1,3230,2020,52.260000000000005
2,1,781,1966,20.862000000000002
1,1,4036,1957,22.372
3,3,2305,2012,48.010000000000005
1,1,4684,1986,38.168
4,4,3281,1976,32.762
5,1,1118,1986,33.036
6,4,4876,1988,42.952
1,1,714,1987,30.728
1,1,1937,2011,45.174
3,2,1784,1972,26.668
6,3,4961,2016,56.822
3,2,2909,2007,46.418
3,2,2415,1981,32.43
6,4,4869,1954,25.938
2,2,3142,1976,30.884
5,4,710,1994,37.12
6,1,1903,2016,50.106
5,2,582,1963,20.764
1,1,2053,1993,36.406
5,2,3580,1991,40.76
3,2,1196,1983,30.991999999999997
5,2,4797,1961,28.194
6,4,4791,1989,43.282
4,4,1496,1992,37.192
3,1,1372,1976,27.544
6,1,2214,1964,24.728
3,3,4750,2018,55.9
5,1,2011,1982,32.822
4,1,502,1978,27.304000000000002
2,2,2589,2003,43.278
1,1,2917,1994,38.634
3,2,4939,1961,27.478
2,2,3160,1996,40.92
3,3,794,1962,19.988
1,1,2433,2002,41.666
2,2,1511,2015,47.122
1,1,2373,2013,47.046
6,1,2651,1968,27.602
5,4,2293,1979,32.786
3,3,2286,1976,29.972
2,1,3114,2007,46.028
1,1,1291,1956,16.382
6,1,3931,2003,47.662
1,1,4810,2002,46.42
4,1,4226,1991,41.252
6,1,4617,1976,35.534
2,2,681,2011,43.462
3,3,1631,1992,36.662
3,3,2535,1991,37.97
4,1,2021,1968,25.342
2,1,613,1988,31.526
5,2,4684,2013,53.968
6,3,1332,1997,40.064
3,1,945,2002,39.69
1,1,3679,1999,42.658
1,1,620,1978,26.04
2,1,2922,1990,37.144000000000005
1,1,3083,1968,25.966
1,1,3474,2018,51.748000000000005
3,2,1525,1951,15.65
3,3,1120,1978,28.64
5,4,4533,2005,50.266
6,2,3675,1983,37.45
6,6,4543,1977,37.386
4,2,3440,1959,23.98
4,1,2571,1953,18.942
6,5,4283,2017,56.566
6,6,1457,1970,27.714000000000002
4,3,2089,2014,49.078
5,1,3926,2002,46.652
4,3,2435,1987,36.269999999999996
5,1,2870,1989,38.04
2,1,2474,2002,42.248000000000005
5,5,2988,1968,28.976
4,4,1934,1975,29.567999999999998
4,1,2998,2022,54.296
4,4,2023,2010,47.245999999999995
1,1,3272,2000,42.344
6,4,2743,1973,31.186
4,1,4985,1958,26.270000000000003
2,2,1453,2023,51.006
6,6,752,1951,16.804000000000002
4,4,1526,2003,42.751999999999995
6,5,4927,1989,43.854
2,2,4435,2020,55.47
6,2,912,1974,27.424
4,1,3212,1986,36.724000000000004
5,3,4314,2005,49.528
4,1,540,1950,13.38
2,2,4553,1954,22.706
2,2,3753,1996,42.106
1,1,4058,2019,53.416
4,4,3743,1987,39.186
6,5,4563,1987,42.126
4,3,3554,1964,27.008000000000003
5,2,1594,1977,29.788
4,4,863,1975,27.426
3,1,1101,2009,43.502
4,4,2374,1977,31.448
3,3,2549,1972,28.498
2,1,4185,1955,22.17
6,5,1898,1966,26.296
4,3,3179,2016,52.258
1,1,1750,1971,24.8
5,1,4822,1999,46.944
6,2,4475,2017,56.05
1,1,4522,2000,44.844
2,1,3363,2010,48.025999999999996
6,5,3033,2023,57.066
5,1,1640,1964,23.080000000000002
4,1,1564,2018,49.428
6,3,3575,1989,40.55
4,2,3653,1963,26.406
4,4,1896,1961,22.492
2,1,3391,2017,51.582
1,1,927,2009,42.153999999999996
2,2,4503,1979,35.106
6,2,2789,1976,32.178
1,1,3107,1962,23.014000000000003
5,3,1600,1971,27.1
3,2,4087,1978,34.274
1,1,3840,1958,22.48
2,2,642,1960,17.884
5,4,3849,1971,31.898
3,2,883,2018,47.866
3,1,3056,1996,40.912
3,3,3075,1952,19.55
1,1,1333,1977,26.966
6,1,2001,1997,40.802
3,1,4382,2014,52.564
6,3,889,1970,25.678
6,1,2030,1989,36.86
6,3,2839,2005,47.078
6,1,4334,2010,51.968
4,2,2229,1986,35.058
4,2,1065,1968,23.73
4,1,3439,1961,24.678
5,2,3051,1985,36.702
6,1,1522,2018,50.344
2,1,4419,1975,32.638000000000005
4,3,2616,1969,27.632
2,2,2294,1971,26.688
5,3,1979,2020,52.358000000000004
2,2,1474,1979,29.048000000000002
3,2,1417,1993,36.434
2,1,2239,1988,34.778
2,2,732,2000,38.064
2,1,842,2003,39.484
6,4,2390,1989,38.480000000000004
1,1,4949,2017,54.198
1,1,1299,1972,24.398
6,3,4969,1984,40.838
3,1,4987,2003,48.274
4,1,4199,1956,23.698
4,4,4087,1976,34.373999999999995
5,2,1481,2007,44.562
1,1,4854,2022,56.508
2,1,3253,1975,30.306
2,1,2842,1968,25.984
4,2,4452,1992,42.504
3,2,1496,1970,25.092
3,2,1672,1990,35.444
1,1,2502,2019,50.304
6,3,529,1955,17.458
6,5,4262,2016,56.024
2,2,2225,1965,23.55
6,2,4205,2007,50.51
6,3,2986,2005,47.372
5,5,3006,2014,52.012
1,1,4883,2021,56.066
4,2,3668,1975,32.436
3,3,1406,1993,36.712
1,1,645,2000,37.09
1,1,2813,1981,31.926000000000002
4,2,3479,1987,38.058
2,2,1346,1975,26.792
1,1,690,1952,13.180000000000001
4,4,3816,1982,36.832
2,1,3813,2018,52.926
6,6,1163,2015,49.626000000000005
4,1,1487,1999,39.774
6,5,3493,1973,32.986000000000004
4,4,2080,2019,51.86
1,1,2380,2010,45.56
2,1,1491,1961,19.782
1,1,1064,1994,34.928
5,4,1777,2019,51.754
2,2,871,1986,31.342
6,3,641,1997,38.682
5,5,3235,2020,55.47
3,1,4252,1960,25.304000000000002
1,1,872,1955,15.044
5,5,2561,1960,24.122
3,2,2028,1971,26.656
3,1,1704,2011,45.708
1,1,3704,2022,54.208
3,1,3187,1978,32.174
3,1,3410,1954,20.62
6,3,3806,2020,56.512
3,3,2772,1994,39.944
1,1,2027,1953,16.354
3,3,2139,2020,51.678
1,1,3730,1971,28.76
2,2,3648,2004,45.896
1,1,2527,1957,19.354
4,3,1224,1987,33.848
3,3,1377,1975,27.654
5,2,3216,2020,54.532
6,1,2780,1986,36.86
4,4,4259,1970,31.718
2,1,4936,2023,57.672
3,2,2568,1961,22.736
4,3,629,1951,14.658000000000001
2,2,1216,1956,17.032
1,1,818,1982,28.436
1,1,915,2011,43.13
6,4,2089,2015,50.878
5,3,4186,2003,48.272
2,1,2082,2006,43.464
3,1,4521,2023,57.342
5,4,3945,2003,48.09
1,1,4959,1968,29.718000000000004
5,1,3582,1961,25.464000000000002
4,4,1511,2007,44.722
3,2,506,1956,16.112000000000002
3,1,738,2002,39.275999999999996
3,1,1504,2017,48.308
4,1,1002,1996,37.304
6,6,1267,2019,51.834
3,1,4092,1987,38.484
2,2,3322,1975,30.744
3,3,2346,1957,20.592
4,3,2620,2007,46.64
1,1,3249,1989,36.798
4,2,3524,2004,46.647999999999996
3,2,4670,1972,32.44
1,1,2969,1983,33.238
1,1,1823,2019,48.946
3,2,2546,1977,30.692
4,2,1996,1960,21.592
2,1,2467,1988,35.234
1,1,3311,1995,39.922
6,5,1277,2004,44.054
2,1,4356,2005,47.512
5,4,4937,1966,31.573999999999998
3,1,1212,1978,28.224
1,1,4028,1956,21.856
2,1,2880,1955,19.560000000000002
5,4,3927,2018,55.554
1,1,4189,1961,24.678
2,1,1096,2019,47.992000000000004
5,5,929,1992,36.858000000000004
3,1,4792,1987,39.884
2,1,4019,1961,24.838
6,3,4490,1972,33.88
3,3,4579,2007,50.058
6,2,840,2013,46.78
1,1,2726,2003,42.752
3,3,2787,2001,43.474000000000004
4,1,4649,1952,22.598
3,3,1298,1966,22.996000000000002
5,5,4220,1954,24.439999999999998
6,2,1164,1968,24.927999999999997
5,4,3826,2015,53.852000000000004
5,5,4938,1972,34.876
5,5,2257,1993,40.013999999999996
6,6,3711,1964,29.222
4,3,3493,1989,39.385999999999996
1,1,4300,2009,48.9
6,2,1105,1969,25.31
2,1,4855,2016,54.010000000000005
6,6,691,2011,46.682
1,1,3895,2002,44.59
3,3,1090,2003,41.08
4,1,4201,1971,31.202
5,5,1295,1963,23.09
4,3,3058,1988,38.016000000000005
2,1,4448,1980,35.196
3,3,3256,1960,23.912
3,3,2734,2010,47.868
6,3,2429,1985,36.258
2,2,2648,2005,44.396
2,2,1666,1960,19.932
5,4,2067,1978,31.834
1,1,1033,1976,25.866
4,1,685,1985,31.17
6,4,2893,1994,41.986000000000004
4,1,4473,1958,25.246000000000002
4,1,3348,1984,35.996
5,3,3415,1958,24.23
2,2,3368,1950,18.336
1,1,2460,2016,48.72
4,3,2121,1954,19.142
6,1,3036,2010,49.372
4,3,509,1955,16.418
4,4,4819,1983,39.338
6,4,1972,1960,23.144
2,1,3220,1967,26.240000000000002
1,1,4919,1994,42.638000000000005
2,1,4806,1981,36.412
5,1,3401,1996,42.602000000000004
4,4,4293,2011,52.286
5,3,1042,1969,24.984
6,6,2427,1961,25.154
1,1,4637,1953,21.574
2,2,2056,2012,46.712
5,1,4234,2006,49.268
4,4,859,1970,24.918
3,3,4484,1993,42.868
2,2,2198,1999,40.495999999999995
1,1,4336,1971,29.972
1,1,1599,1961,19.498
3,3,3885,1963,26.67
2,2,3947,1978,33.494
1,1,3056,1999,41.412
2,1,2932,1953,18.664
2,2,2581,2023,53.262
3,1,3899,1989,39.098
1,1,1572,1965,21.444000000000003
6,4,1613,2005,44.926
6,6,1025,2021,52.35
4,3,1294,1977,28.988
5,5,4340,2008,51.68
5,2,587,1989,33.774
6,5,3028,2023,57.056
4,3,3272,1970,29.444000000000003
2,1,2543,1964,23.386000000000003
6,1,1501,1991,36.802
3,2,2123,1986,34.346000000000004
3,2,4880,1977,35.36
3,2,3907,2010,49.914
4,3,735,1952,15.370000000000001
6,6,3397,1997,45.094
5,4,2291,2002,44.282
6,3,1519,1957,20.438000000000002
3,3,3943,1981,35.786
1,1,3548,1955,20.396
2,2,4274,2004,47.147999999999996
6,6,1413,2001,43.126000000000005
1,1,781,1989,31.862000000000002
3,3,4649,1994,43.698
5,2,1015,1962,21.13
6,1,1686,1954,18.672
1,1,1011,2016,45.822
2,2,4972,1989,41.044
5,5,894,2002,41.788
1,1,3542,2023,54.384
5,1,2378,2002,43.556
3,1,3927,1995,42.153999999999996
6,4,1639,1972,28.477999999999998
3,1,2363,2018,50.525999999999996
6,4,2058,1973,29.816
1,1,2279,1959,19.858
4,2,3510,1989,39.120000000000005
3,1,4924,1986,39.648
6,3,684,2015,47.768
1,1,622,2021,47.544
5,5,2874,2007,48.248000000000005
5,3,1215,1964,22.83
1,1,4256,1982,35.312
5,1,874,1991,35.048
3,3,3735,1974,31.87
5,4,3593,1972,31.886
1,1,1648,1977,27.596
6,4,2624,2007,47.948
6,3,3346,1988,39.592
3,1,3545,1999,43.39
1,1,4956,1967,29.212000000000003
6,3,4258,1967,30.916
5,2,2852,2004,45.804
5,3,2421,1961,23.742
5,2,4933,1992,43.966
2,1,1963,2010,45.226
3,2,1040,1982,30.18
2,1,1539,2020,49.378
2,2,4434,2018,54.468
4,1,2126,1996,39.552
6,5,2610,2022,55.72
1,1,1181,2003,39.662
4,1,4024,2003,46.848
4,4,2686,2008,47.572
1,1,593,1981,27.486
4,3,1409,1983,32.218
2,2,3523,1964,25.646
6,1,3850,1964,28.0
5,5,2063,2002,44.126000000000005
4,3,1803,1992,37.506
6,5,2359,1985,36.718
4,3,4540,1953,23.48
6,4,1600,1954,19.4
3,3,3991,2013,51.882000000000005
4,1,2269,2022,52.838
2,1,4776,1986,38.852000000000004
2,1,4184,1971,30.168
4,2,2539,1986,35.678
1,1,4390,2014,51.58
6,6,1747,2013,49.794
1,1,2416,2019,50.132000000000005
5,2,2316,1980,32.732
5,1,1550,2021,51.4
4,1,1105,1962,20.51
5,5,1311,1976,29.622
4,4,4045,1964,28.29
1,1,2717,1958,20.234
4,4,727,2005,42.153999999999996
5,5,771,2004,42.542
3,3,704,1985,31.308
1,1,4003,1958,22.806
3,3,4016,2023,56.932
1,1,2231,1972,26.262
5,5,3965,1973,33.43
3,3,1705,1964,22.810000000000002
2,1,2199,1992,36.698
5,4,1002,1994,37.704
2,2,2219,2006,44.038
5,3,4452,1950,22.304000000000002
5,3,3658,1990,40.716
6,3,3765,1996,44.43
5,5,4601,2018,57.202
5,2,949,1989,34.498
6,2,2987,1989,39.074
4,4,1246,2003,42.192
2,1,1457,1965,21.714
5,5,3766,1968,30.532
2,1,4887,1998,45.074
2,1,1977,1981,30.754
4,3,3422,1978,33.744
4,2,4286,1989,40.672
2,1,3159,2000,42.618
1,1,1391,1985,31.082
6,5,3908,1990,42.316
3,1,2719,1972,28.238
3,3,2436,1995,39.772
2,1,3913,2000,44.126000000000005
3,2,4469,1960,26.038
3,3,1482,1978,29.364
4,3,3717,2021,55.834
3,2,2759,1984,34.617999999999995
6,1,1101,1988,34.502
3,2,4624,1988,40.348
2,2,3119,1996,40.838
3,1,3970,1979,34.24
6,6,1586,1968,26.972
3,1,1741,2000,40.282
3,1,1660,1964,22.12
2,2,913,1965,20.926000000000002
6,1,2288,2006,45.876000000000005
4,4,1287,1953,17.274
2,2,4815,2015,53.730000000000004
1,1,4540,1991,40.38
5,4,3167,1993,41.534
6,6,1895,1964,25.59
6,2,3980,1954,23.56
3,3,1278,1981,30.456
4,2,2630,1986,35.86
6,4,906,1969,25.512
1,1,4318,1951,19.936
1,1,3102,1961,22.504
5,4,1971,1971,28.142
3,2,1362,1975,27.323999999999998
3,3,4877,1986,40.153999999999996
2,1,2612,1988,35.524
2,2,1084,1988,32.768
4,2,885,2022,50.37
3,3,1978,1992,37.356
6,2,3182,1957,23.464
1,1,3652,1990,38.104
6,4,1893,2009,47.486000000000004
2,2,704,1967,21.508
4,2,3851,2022,56.302
5,2,2274,1950,17.648
6,3,1013,2008,44.926
4,4,2382,2003,44.464
2,1,2539,1959,20.878
4,3,3661,2020,55.222
5,2,2439,1981,33.478
3,1,2987,2003,44.274
4,1,3553,2011,49.906
1,1,2973,1952,17.746000000000002
5,2,4975,2013,54.55
3,2,4731,1987,40.062
4,1,2202,2001,42.204
6,4,3879,1976,34.958
2,2,3529,1962,24.658
5,5,711,1998,39.422
5,4,805,2015,47.81
3,3,4949,1972,33.298
2,1,3205,2013,49.21
3,1,2536,2021,52.372
3,1,2249,1972,27.298000000000002
6,5,3848,1988,41.196
5,3,4451,2019,56.802
6,4,838,1951,16.375999999999998
6,2,2439,1959,22.978
6,1,3573,1989,39.946
4,2,2891,2012,49.382
3,3,4179,1969,30.258000000000003
4,4,1462,2000,41.123999999999995
3,1,2016,1951,16.332
3,3,3937,2002,46.274
1,1,4052,1984,35.904
1,1,1514,1978,27.828000000000003
1,1,2571,2012,46.942
3,3,2119,1975,29.138
1,1,1491,2018,47.782
6,3,1097,1990,36.094
6,2,770,1988,34.14
5,4,4650,2021,58.5
2,1,1104,1993,35.008
3,3,3727,2017,53.354
3,3,1030,1968,23.46
6,5,642,1953,17.284
2,2,1734,2022,51.068
3,2,2258,1983,33.116
2,1,3751,1990,38.802
3,3,2469,1988,36.338
4,4,1771,1974,28.742
2,2,2028,2021,51.156
5,5,2445,1973,30.39
6,2,1423,1977,29.945999999999998
3,3,4798,1962,27.996000000000002
6,3,1534,1950,16.968
1,1,1003,2012,43.806
4,3,1244,2017,48.888
4,3,2024,2017,50.448
2,1,1893,1982,31.086
1,1,1141,1957,16.582
3,2,3255,1988,37.61
5,3,1760,2023,53.42
1,1,2129,1967,23.558
1,1,3829,1957,21.958000000000002
6,5,4085,1966,30.67
3,2,2791,1952,18.682
2,2,2938,1996,40.476
6,1,1480,2003,42.760000000000005
1,1,2133,1979,29.566000000000003
1,1,4906,1969,30.112000000000002
4,2,2254,1984,34.108000000000004
1,1,917,1995,35.134
3,3,4955,1984,39.31
6,1,2432,1972,29.164
6,6,4274,1993,44.848
4,2,2131,1985,34.362
4,4,4872,2017,56.444
4,4,1799,1974,28.798
5,3,2002,1956,20.404
6,4,3910,2020,57.019999999999996
3,2,1332,2014,46.763999999999996
2,1,1665,1960,19.630000000000003
3,2,4690,2008,50.480000000000004
2,2,686,2013,44.472
6,1,1005,1999,39.81
3,3,2810,1991,38.519999999999996
6,2,2829,1955,21.758
5,5,1095,1992,37.19
3,2,1710,1967,24.02
5,4,1514,1964,23.727999999999998
5,4,1362,1950,16.424
2,1,3035,1998,41.370000000000005
2,1,2648,2007,45.096000000000004
3,3,943,1957,17.786
2,1,729,1973,24.258000000000003
1,1,1098,1957,16.496000000000002
3,3,4735,2004,48.870000000000005
5,5,3731,1998,45.462
3,1,4791,1993,42.882000000000005
3,1,1581,2012,45.962
3,1,2053,1957,19.406
4,1,4664,1994,43.628
1,1,3945,1990,38.69
2,2,1211,2019,48.522
3,1,2355,2010,46.510000000000005
3,2,3836,2016,52.772
2,2,4326,2015,52.752
5,1,2092,1981,32.484
6,3,3937,2010,51.774
2,1,3788,1979,33.376000000000005
5,3,3151,2013,51.202
1,1,3617,1981,33.534
1,1,3868,2020,53.536
1,1,1951,2007,43.202
3,1,3877,1963,26.054000000000002
6,6,3166,2004,48.132000000000005
3,3,1665,1964,22.73
1,1,3467,1958,21.734
6,6,2005,1959,23.310000000000002
3,2,3446,1963,25.492
3,3,2966,2019,52.832
1,1,2551,1982,31.902
3,2,1791,2015,48.182
1,1,2732,1961,21.764000000000003
3,1,1698,1962,21.196
5,3,3690,1996,43.78
5,4,2707,1994,41.114
5,5,1539,1955,19.578
5,3,1382,1965,23.664
5,2,1382,1976,28.864
6,1,4934,1985,40.668
2,2,4738,1988,40.076
2,1,3557,1985,35.914
1,1,1729,1974,26.258000000000003
2,2,2460,1988,35.519999999999996
3,3,3742,1950,19.884
1,1,2076,1995,37.452
1,1,3187,1952,18.174
5,4,832,2016,48.364
5,4,4579,1993,44.358
6,1,4464,1958,26.228
3,3,2372,2001,42.644
5,1,2883,1953,20.066000000000003
3,3,2219,1998,40.838
2,2,3338,2011,48.775999999999996
2,1,2786,1996,39.872
4,2,1520,1973,27.14
4,3,1456,2012,46.812
1,1,4858,1952,21.516000000000002
4,1,3083,2000,43.466
6,1,2516,2000,43.332
6,5,743,2017,49.486000000000004
4,1,4380,1956,24.060000000000002
4,1,2473,1976,30.246000000000002
3,3,2809,1982,34.018
1,1,551,2013,43.402
1,1,3739,2021,53.778
5,3,1727,1987,35.354
3,2,3248,2019,53.096000000000004
6,5,1128,1963,23.256
3,1,4725,2000,46.25
4,1,3991,1992,41.282
2,1,3158,2007,46.116
3,3,2561,1972,28.522
4,1,3779,2016,52.858000000000004
1,1,4060,1983,35.42
1,1,1087,1986,30.974
4,4,4572,2012,53.344
1,1,2084,1956,17.968
5,2,4934,2005,50.468
2,2,3596,1980,33.792
2,1,1087,1988,32.474000000000004
6,3,2156,1981,33.712
2,1,2184,1955,18.168
3,1,1607,1986,33.014
6,4,3432,1988,40.064
4,4,4657,1966,30.514
5,4,4413,1958,26.526
5,4,4320,2019,56.84
2,2,4826,1961,26.752000000000002
3,1,2039,2017,49.378
6,4,2171,1980,33.542
2,1,2387,2009,45.574
5,4,2590,1955,21.38
3,2,3383,1998,42.866
2,1,1413,1991,34.626000000000005
1,1,1876,1990,34.552
6,1,1680,1967,25.16
3,3,2421,1965,24.742
6,5,1049,1954,18.598
3,3,4033,2010,50.466
1,1,1997,1999,39.294
3,3,3820,2023,56.54
6,3,2322,1976,31.544
5,3,3040,1957,22.98
6,4,900,1990,36.0
3,1,4664,1997,44.628
1,1,2321,1989,34.942
4,1,3203,2011,49.206
1,1,3779,2006,46.358000000000004
1,1,3055,1954,18.91
2,1,2148,2013,47.096000000000004
5,1,702,1951,14.704
2,2,641,1964,19.881999999999998
3,3,1243,1987,33.386
5,5,939,1961,21.378
5,3,2481,1994,40.362
1,1,647,1975,24.594
5,5,2447,1954,20.894
3,2,1985,2009,45.57
3,2,1331,1958,18.762
2,2,3181,1957,21.462
5,3,1891,1956,20.182000000000002
5,2,1701,1957,20.002
5,2,4418,1974,33.936
4,3,1607,1961,21.614
5,1,3715,1995,42.730000000000004
6,6,604,2014,48.007999999999996
4,3,1318,2022,51.536
6,3,4060,1966,30.020000000000003
3,3,2163,2011,47.226
6,4,3322,2010,50.844
1,1,825,1977,25.950000000000003
6,3,856,1955,18.112000000000002
2,2,3946,1960,24.492
3,1,870,1966,21.54
2,1,4548,1986,38.396
2,1,2620,1970,26.54
4,4,4879,1952,23.958
1,1,3557,1995,40.414
5,1,4262,1980,36.324
2,2,974,1990,33.548
4,1,4859,2014,54.018
1,1,1020,2020,47.84
6,3,2731,1996,42.362
1,1,1465,2018,47.730000000000004
4,1,1293,2007,43.386
3,2,3801,1984,36.702
4,3,4691,1956,25.282
1,1,1888,2010,44.576
2,2,4292,1981,35.684
2,1,2503,1999,40.806
2,1,2352,1951,16.504
6,3,1753,1961,22.906
2,2,4445,1975,32.99
1,1,4516,2006,47.832
3,3,3154,1977,32.208
4,2,1066,1973,26.232
3,1,2524,1960,21.848
4,3,2039,1960,21.978
4,4,1072,1987,33.844
3,3,1926,2002,42.251999999999995
3,2,1270,1958,18.64
4,2,4107,1970,30.814
3,1,4848,1964,28.496000000000002
4,2,2578,1960,22.756
4,2,3430,1978,33.46
2,2,1064,1957,17.228
2,1,1006,1958,17.312
5,1,3988,1961,26.276
2,1,2781,1964,23.862000000000002
2,2,1654,1971,25.408
2,1,1624,1968,23.548000000000002
3,1,2889,1983,34.078
6,1,4514,2014,54.328
5,1,3740,1975,32.78
4,3,3493,1954,21.886
4,1,4008,2020,55.316
6,5,2467,1986,37.434
6,3,3740,1989,40.88
4,4,4030,2019,55.76
4,4,516,1981,29.732
3,3,4147,1992,41.694
4,1,689,1986,31.678
4,3,1406,1956,18.712
1,1,3895,2021,54.09
2,2,1913,2016,48.426
3,3,3953,2012,51.306
5,5,4188,1981,37.876
5,3,2072,2008,46.544
4,3,636,1998,38.172
5,5,4149,1984,39.298
6,5,3935,1970,32.370000000000005
6,4,1165,1964,23.53
4,2,2371,2001,42.842
